OID,Lat_DD,Long_DD,Jurisdiction,Juris_ID,Name,Status,Commodity_Code,Commodity_Full_Name,Mined_Quantity,Mine_Type,Last_Year,Permit,URL,Forcing_Features,Feature_References,Feature_Class,Location,County,Landowner,Last_Operator,Start_Date,Peak_Production,Last_Updated
A3154,47.58033,-79.57718,ON,00572,CASEY-SENECA SHAFT,State of Inactivity,NULL,SILVER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00572.html,NULL,NULL,C,COBALT,HARRIS,NULL,NULL,NULL,NULL,2013
A3155,47.20395,-79.50602,ON,00573,LITTLE KEELY,ABANDONED,NULL,SILVER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00573.html,NULL,NULL,C,COBALT,SOUTH LORRAIN,NULL,NULL,NULL,NULL,2010
A3156,47.61054,-80.60492,ON,00574,LACARTE-LAWSON SITE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00574.html,NULL,NULL,C,COBALT,LAWSON,NULL,NULL,NULL,NULL,2010
A3157,46.33863,-81.78177,ON,00580,SPRINGER PIT,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00580.html,NULL,NULL,D,SUDBURY,BALDWIN,NULL,NULL,NULL,NULL,2011
A3158,46.21329,-81.3008,ON,00584,SOUTH SHORE LAKE PANACHE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00584.html,NULL,NULL,D,SUDBURY,CAEN,NULL,NULL,NULL,NULL,2011
A3159,46.2049,-81.65651,ON,00586,FOSTER (LOT 9 CON 1),ABANDONED,NULL,TUNGSTEN,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00586.html,NULL,NULL,C,SUDBURY,FOSTER,NULL,NULL,NULL,NULL,2010
A316,49.755,-116.91777,BC,082FNE019,NICOLET,Historic,"PB,ZN,AG",NULL,NULL,NULL,1952,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNE019,NULL,NULL,O,NULL,NULL,NULL,NULL,1916,NULL,2024
A3160,46.40399,-81.28181,ON,00588,GRAHAM (LOT 10 CON 3),ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00588.html,NULL,NULL,D,SUDBURY,GRAHAM,NULL,NULL,NULL,NULL,2006
A3161,46.5119,-81.29681,ON,00594,CREIGHTON,ABANDONED,NULL,NICKEL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00594.html,NULL,NULL,D,SUDBURY,CREIGHTON-DAVIES,NULL,NULL,NULL,NULL,2011
A3162,46.53475,-83.97825,ON,00596,GIMBY WEST,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00596.html,NULL,NULL,D,SAULT STE. MARIE,KEHOE,NULL,NULL,NULL,NULL,2006
A3163,44.83436,-76.5366,ON,00604,MORRAN,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00604.html,NULL,NULL,D,TWEED,SOUTH SHERBROOKE,NULL,NULL,NULL,NULL,2018
A3164,44.57763,-76.28354,ON,00605,UNNAMED,ABANDONED,NULL,MICA,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00605.html,NULL,NULL,C,TWEED,SOUTH CROSBY,NULL,NULL,NULL,NULL,2011
A3165,44.90149,-76.42121,ON,00608,TULLIO NORTH,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00608.html,NULL,NULL,D,TWEED,BATHURST,NULL,NULL,NULL,NULL,2018
A3166,48.08558,-80.19145,ON,00610,WALTERS,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00610.html,NULL,NULL,D,KIRKLAND LAKE,EBY,NULL,NULL,NULL,NULL,2006
A3167,48.08739,-80.20998,ON,00611,BUFFALO FARM,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00611.html,NULL,NULL,C,KIRKLAND LAKE,EBY,NULL,NULL,NULL,NULL,2010
A3168,47.98586,-79.85916,ON,00612,CATHARINE GOLD,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00612.html,NULL,NULL,D,KIRKLAND LAKE,CATHARINE,NULL,NULL,NULL,NULL,2018
A3169,46.64624,-80.71171,ON,00630,ALBITE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00630.html,NULL,NULL,D,SUDBURY,MACLENNAN,NULL,NULL,NULL,NULL,2006
A317,49.748333,-116.93277,BC,082FNE021,NEW JERUSALEM,Historic,"PB,ZN,CU",NULL,NULL,NULL,1952,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNE021,NULL,NULL,O,NULL,NULL,NULL,NULL,1907,NULL,2024
A3170,46.84439,-80.87365,ON,00632,MOWAT PARKIN,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00632.html,NULL,NULL,D,SUDBURY,PARKIN,NULL,NULL,NULL,NULL,2006
A3171,46.55269,-80.77047,ON,00635,IRON PLANT AREA,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00635.html,NULL,NULL,D,SUDBURY,FALCONBRIDGE,NULL,NULL,NULL,NULL,2006
A3172,46.65399,-80.52073,ON,00636,MANON&#39;S PIT,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00636.html,NULL,NULL,D,SUDBURY,DAVIS,NULL,NULL,NULL,NULL,2006
A3173,46.64899,-80.52397,ON,00637,ADIT AREA,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00637.html,NULL,NULL,D,SUDBURY,DAVIS,NULL,NULL,NULL,NULL,2006
A3174,46.92872,-80.29604,ON,00638,GOLDEN ROSE TAILINGS,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00638.html,NULL,NULL,B,SUDBURY,AFTON,NULL,NULL,NULL,NULL,2018
A3175,47.09344,-80.59857,ON,00639,SOUTHWEST BULL OCCURENCE,ABANDONED,NULL,LEAD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00639.html,NULL,NULL,D,SUDBURY,TURNER,NULL,NULL,NULL,NULL,2006
A3176,46.56668,-80.75121,ON,00640,COPPER PRINCE EAST,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00640.html,NULL,NULL,D,SUDBURY,FALCONBRIDGE,NULL,NULL,NULL,NULL,2006
A3177,46.33421,-79.56295,ON,00643,YELLEK POINT,ABANDONED,NULL,NIOBIUM,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00643.html,NULL,NULL,B,SUDBURY,COMMANDA,NULL,NULL,NULL,NULL,2012
A3178,44.50632,-76.40765,ON,00650,PITTSBURGH NEW SITE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00650.html,NULL,NULL,D,TWEED,PITTSBURGH,NULL,NULL,NULL,NULL,2018
A3179,44.79498,-76.16947,ON,00654,O&#39;CONNOR,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00654.html,NULL,NULL,C,TWEED,BURGESS,NULL,NULL,NULL,NULL,2010
A318,49.746666,-116.93611,BC,082FNE022,TIGER,Historic,"PB,ZN,AG",NULL,NULL,NULL,1928,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNE022,NULL,NULL,O,NULL,NULL,NULL,NULL,1928,NULL,2024
A3180,45.32791,-75.81986,ON,00658,NEPEAN NEW SITE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00658.html,NULL,NULL,D,TWEED,NEPEAN,NULL,NULL,NULL,NULL,2018
A3181,45.35291,-75.86059,ON,00659,CRYSTAL BEACH,ABANDONED,NULL,DOLOMITE (BUILDING STONE),NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00659.html,NULL,NULL,D,TWEED,NEPEAN,NULL,NULL,NULL,NULL,2018
A3182,46.5925,-81.34721,ON,00670,"DOWLING (LOT 4, CON 4)",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00670.html,NULL,NULL,D,SUDBURY,DOWLING,NULL,NULL,NULL,NULL,2006
A3183,46.4932,-81.5337,ON,00671,TRILL (LOT 10 CON 3),ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00671.html,NULL,NULL,D,SUDBURY,TRILL,NULL,NULL,NULL,NULL,2006
A3184,46.20869,-81.69521,ON,00675,MERRITT (LOT 1 CON 2),ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00675.html,NULL,NULL,D,SUDBURY,MERRITT,NULL,NULL,NULL,NULL,2006
A3185,46.15349,-81.8127,ON,00676,BRUNNE-STRINGER GOLD PROSPECT,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00676.html,NULL,NULL,D,SUDBURY,MONGOWIN,NULL,NULL,NULL,NULL,2006
A3186,46.37449,-81.69441,ON,00677,PORTER (LOT 1 CON 1),ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00677.html,NULL,NULL,D,SUDBURY,PORTER,NULL,NULL,NULL,NULL,2006
A3187,46.33039,-81.836,ON,00681,MACDONALD BAY,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00681.html,NULL,NULL,D,SUDBURY,SHAKESPEARE,NULL,NULL,NULL,NULL,2006
A3188,46.28969,-81.8655,ON,00682,COPPER SHAFT,ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00682.html,NULL,NULL,C,SUDBURY,SHAKESPEARE,NULL,NULL,NULL,NULL,2010
A3189,46.26049,-82.04381,ON,00683,"MAY (LOT 10, CON V N 1/2)",ABANDONED,NULL,COPPER,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00683.html,NULL,NULL,D,SUDBURY,MAY,NULL,NULL,NULL,NULL,2006
A319,49.753333,-116.93444,BC,082FNE023,AYESHA,Historic,"PB,ZN,AG",NULL,NULL,NULL,1952,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNE023,NULL,NULL,O,NULL,NULL,NULL,NULL,1911,NULL,2024
A3190,46.2304,-81.46771,ON,00684,SALO,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00684.html,NULL,NULL,C,SUDBURY,TRUMAN,NULL,NULL,NULL,NULL,2010
A3191,44.83405,-76.54381,ON,00685,SHADOW FELDSPAR QUARRY,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00685.html,NULL,NULL,C,TWEED,SOUTH SHERBROOKE,NULL,NULL,NULL,NULL,2018
A3192,45.46994,-76.22664,ON,00691,UNNAMED 1,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00691.html,NULL,NULL,C,TWEED,FITZROY,NULL,NULL,NULL,NULL,2010
A3193,48.05591,-80.17361,ON,00845,LOT 3 CON 3,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00845.html,NULL,NULL,D,KIRKLAND LAKE,EBY,NULL,NULL,NULL,NULL,2006
A3194,48.23425,-85.1182,ON,00846,FRANCES IRON RANGE,ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00846.html,NULL,NULL,C,WAWA,KILLINS,NULL,NULL,NULL,NULL,2010
A3195,48.10009,-85.43623,ON,00847,MAGNACON MINE,Temporary Suspension,NULL,GOLD,NULL,NULL,1990,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00847.html,NULL,NULL,B,WAWA,MISHIBISHU LAKE,NULL,NULL,1989,NULL,2019
A3196,48.04232,-85.46029,ON,00848,AYLEN LEAD ZINC,ABANDONED,NULL,ZINC,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00848.html,NULL,NULL,C,WAWA,MISHIBISHU LAKE,NULL,NULL,NULL,NULL,2010
A3197,47.95871,-84.73875,ON,00850,MARIPOSA PROSPECT,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00850.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2010
A3198,47.98357,-84.74598,ON,00851,CITADEL MINE,State of Inactivity,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00851.html,NULL,NULL,B,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2015
A3199,47.97277,-84.73603,ON,00852,SUNRISE PROSPECT,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00852.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2010
A32,50.503055,-121.13694,BC,092INW028,MER,Historic,CU,NULL,NULL,NULL,NULL,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=092INW028,NULL,NULL,O,NULL,NULL,NULL,NULL,NULL,NULL,2024
A320,49.748333,-116.95111,BC,082FNE024,SILVER HOARD (L.10712),Historic,"AG,PB,ZN",NULL,NULL,NULL,1973,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNE024,NULL,NULL,O,NULL,NULL,NULL,NULL,1889,NULL,2024
A3200,47.96503,-84.73439,ON,00853,VAN SICKLE MINE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00853.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2018
A3201,47.95088,-84.74748,ON,00854,DARWIN GOLD MINE,State of Inactivity,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00854.html,NULL,NULL,B,WAWA,MANESS,NULL,NULL,NULL,NULL,2022
A3202,47.9365,-84.759,ON,00855,BARTON OCCURRENCE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00855.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2010
A3203,47.9724,-84.71323,ON,00856,DEEP LAKE MINE,ABANDONED,NULL,GOLD,NULL,NULL,1938,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00856.html,NULL,NULL,B,WAWA,MCMURRAY,NULL,NULL,1936,NULL,2011
A3204,47.96379,-84.74087,ON,00857,PARKHILL MINE,ABANDONED,NULL,GOLD,NULL,NULL,1944,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00857.html,NULL,NULL,B,WAWA,MCMURRAY,NULL,NULL,1929,NULL,2018
A3205,47.95772,-84.69719,ON,00858,GOLDEN REED PROSPECT,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00858.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2010
A3206,47.98896,-84.74735,ON,00859,HORNBLENDE SHEAR,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00859.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2011
A3207,47.97972,-84.74943,ON,00860,JUBILEE MINE,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00860.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2010
A3208,47.99325,-84.72632,ON,00861,COOPER MINE,Closed Out,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00861.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2017
A3209,47.99533,-84.73918,ON,00862,MACKEY POINT MINE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00862.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2018
A321,49.740833,-116.94916,BC,082FNE025,NO. ONE,Historic,"AG,PB,AU",NULL,NULL,NULL,1929,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNE025,NULL,NULL,O,NULL,NULL,NULL,NULL,1889,NULL,2024
A3210,47.95444,-84.7296,ON,00863,SOO MINING GALENA,ABANDONED,NULL,LEAD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00863.html,NULL,NULL,D,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2014
A3211,48.00341,-84.72686,ON,00864,WAWA GOLD FIELDS,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00864.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2018
A3212,48.00919,-84.71851,ON,00865,WAWA GOLD FIELD,ABANDONED,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00865.html,NULL,NULL,D,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2015
A3213,48.01358,-84.70886,ON,00866,HILLSIDE MINE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00866.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,NULL,NULL,2010
A3214,48.17586,-84.44805,ON,00867,ALDEN GOUDREAU MINE,Closed Out,NULL,GOLD,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00867.html,NULL,NULL,C,WAWA,COWIE,NULL,NULL,NULL,NULL,2021
A3215,48.00015,-84.71592,ON,00868,STANLEY PROSPECT,ABANDONED,NULL,GOLD,NULL,NULL,1936,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00868.html,NULL,NULL,C,WAWA,MCMURRAY,NULL,NULL,1934,NULL,2014
A3216,48.04731,-84.95191,ON,00870,MOLYBDENITE LAKE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00870.html,NULL,NULL,D,WAWA,ANDRE,NULL,NULL,NULL,NULL,2007
A3217,47.92866,-84.77348,ON,00871,STENABAUGH,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00871.html,NULL,NULL,C,WAWA,RABAZO,NULL,NULL,NULL,NULL,2020
A3218,47.92712,-84.77407,ON,00872,WILLIS VEIN,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00872.html,NULL,NULL,C,WAWA,RABAZO,NULL,NULL,NULL,NULL,2010
A3219,47.9112,-84.81447,ON,00873,LEGARD & DUBOIS CL,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00873.html,NULL,NULL,D,WAWA,RABAZO,NULL,NULL,NULL,NULL,2007
A322,49.739999,-116.93611,BC,082FNE026,STAR,Historic,"PB,ZN,AG",NULL,NULL,NULL,1956,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNE026,NULL,NULL,O,NULL,NULL,NULL,NULL,1949,NULL,2024
A3220,47.9332,-84.76721,ON,00874,GANANOQUE VEIN,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00874.html,NULL,NULL,C,WAWA,RABAZO,NULL,NULL,NULL,NULL,2015
A3221,47.91066,-84.74773,ON,00875,MONK GOLD MINE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00875.html,NULL,NULL,C,WAWA,RABAZO,NULL,NULL,NULL,NULL,2014
A3222,47.89952,-84.86015,ON,00876,RANSON MINE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00876.html,NULL,NULL,C,WAWA,RABAZO,NULL,NULL,NULL,NULL,2010
A3223,47.90341,-84.76393,ON,00877,PENTACOL OCCURRENCE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00877.html,NULL,NULL,C,WAWA,RABAZO,NULL,NULL,NULL,NULL,2021
A3224,47.93297,-84.71619,ON,00878,CENTENNIAL MINE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00878.html,NULL,NULL,C,WAWA,NAVEAU,NULL,NULL,NULL,NULL,2007
A3225,47.88425,-84.69559,ON,00879,VALENTI OCCURRENCE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00879.html,NULL,NULL,C,WAWA,NAVEAU,NULL,NULL,NULL,NULL,2010
A3226,47.9269,-84.74509,ON,00880,NORMAX MINE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00880.html,NULL,NULL,C,WAWA,RABAZO,NULL,NULL,NULL,NULL,2010
A3227,48.10218,-84.61592,ON,00881,KATHLEEN IRON RANGE,ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00881.html,NULL,NULL,D,WAWA,ESQUEGA,NULL,NULL,NULL,NULL,2007
A3228,48.22075,-84.61925,ON,00882,FARQUHAR PROSPECT,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00882.html,NULL,NULL,D,WAWA,ABOTOSSAWAY,NULL,NULL,NULL,NULL,2007
A3229,48.20966,-84.54979,ON,00883,KOZAK PROSPECT,ABANDONED,NULL,NULL,NULL,NULL,1934,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00883.html,NULL,NULL,C,WAWA,ABOTOSSAWAY,NULL,NULL,1933,NULL,2021
A323,49.743333,-116.91611,BC,082FNE027,JEWEL,Historic,"PB,AG",NULL,NULL,NULL,1937,NULL,http://minfile.gov.bc.ca/Summary.aspx?minfilno=082FNE027,NULL,NULL,O,NULL,NULL,NULL,NULL,1937,NULL,2024
A3230,48.23169,-84.60011,ON,00884,MURPHY GOLD MINE,ABANDONED,NULL,GOLD,NULL,NULL,1938,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00884.html,NULL,NULL,C,WAWA,ABOTOSSAWAY,NULL,NULL,1922,NULL,2010
A3231,48.24188,-84.53594,ON,00885,RAND NO. 2,ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00885.html,NULL,NULL,C,WAWA,ABOTOSSAWAY,NULL,NULL,NULL,NULL,2010
A3232,48.18412,-84.58004,ON,00886,ALDEN IRON RANGE,ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00886.html,NULL,NULL,D,WAWA,CORBIERE,NULL,NULL,NULL,NULL,2007
A3233,48.25971,-84.5273,ON,00887,RAND NO. 1,ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00887.html,NULL,NULL,C,WAWA,AGUONIE,NULL,NULL,NULL,NULL,2017
A3234,48.26364,-84.51158,ON,00888,IRON FORMATION,ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00888.html,NULL,NULL,D,WAWA,AGUONIE,NULL,NULL,NULL,NULL,2017
A3235,48.26357,-84.51531,ON,00889,IRON RANGE,ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00889.html,NULL,NULL,C,WAWA,AGUONIE,NULL,NULL,NULL,NULL,2017
A3236,48.69549,-84.58097,ON,00890,BANVILLE-PAGE OCCURRENCE,ABANDONED,NULL,NULL,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00890.html,NULL,NULL,C,WAWA,ABOTOSSAWAY,NULL,NULL,NULL,NULL,2011
A3237,48.26865,-84.53207,ON,00891,MCMAHON OCCURRENCE,ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00891.html,NULL,NULL,D,WAWA,AGUONIE,NULL,NULL,NULL,NULL,2021
A3238,48.26226,-84.5035,ON,00892,IRON RANGE,ABANDONED,NULL,IRON,NULL,NULL,NULL,NULL,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/amis/data/records/00892.html,NULL,NULL,B,WAWA,AGUONIE,NULL,NULL,NULL,NULL,2017
